ids,lon,lat,kind,location,name,ateco,size,age
212258,14.29223886,40.85889495,S,Napoli, MECCANOTECNICA LENGUITO S.R.L.,25,media,over20y
12509,14.29977638,40.85027245,U,Napoli, BOSCH REXROTH S.P.A.,28,grande,over20y
452877,14.35088382,40.9130388,U,Napoli, ISAIA E ISAIA S.P.A.,14,media,over20y
2184855,14.28301,40.91429,S,Napoli, MARINO INDUSTRIA CONFEZIONI S.R.L.,14,media,over20y
86211,14.25623933,40.84425154,U,Napoli, GOLDEN LADY COMPANY SOCIETA PER AZIONI,14,grande,over20y
168113,14.51745465,40.88218665,U,Napoli, LORANDI S.P.A.,32,media,over20y
1288084,14.51745465,40.88218665,U,Napoli, ALSTOM FERROVIARIA S.P.A.,30,grande,10y-20y
248692,14.29676624,40.86497439,U,Napoli, PANAPESCA S.P.A.,10,media,over20y
7880890,14.3228685,40.97299003,U,Napoli, MECFOND AEROSPACE SOCIETA A RESPONSABILITA LIMITATA DETTA BREVE MENTE MECFOND AEROSPACE S.R.L.,30,media,5y-10y
365158074,14.31868,41.00239,U,Napoli, MALLONI BRAND SRL,14,media,1y-2y
478562,14.29332879,41.02263883,S,Napoli, COMET SUD COSTRUZIONI METALMECCANICHE - S.R.L.,25,media,over20y
10782694,14.255273,40.848413,U,Napoli,SCATURCHIO SANTANNA AL BORGO S.R.L.,10,media,2y-5y
240908,14.698284,40.714041,S,Napoli, DI MAURO-OFFICINE GRAFICHE - S.P.A.,22,media,over20y
5948820,14.31868,41.00239,U,Napoli, ALBERTO ASPESI & C. S.P.A.,14,media,10y-20y
50645,14.28806821,40.85721383,U,Napoli, ERICSSON TELECOMUNICAZIONI - SOCIETA PER AZIONI,26,grande,over20y
401939,14.56261162,40.73214362,S,Napoli, LA ROSINA - S.R.L.,10,media,over20y
2245688,14.26498755,40.91260585,U,Napoli, CALZATURIFICIO NADA DI DAVIDE GABRIELE E ANTONIO S.R.L.,15,media,over20y
10037409,14.24237962,40.83503837,U,Napoli, INDUSTRIE TESTI S.P.A.,32,media,5y-10y
610626,14.2679588,40.8896707,U,Napoli, BARBIERI S.R.L.,32,media,over20y
503024,14.68813718,40.745416,S,Napoli, FLESSOFAB - S.R.L.,22,media,over20y
305644,14.51745465,40.88218665,U,Napoli, V.BESANA S.P.A,10,grande,over20y
7801,14.27783448,40.89680136,S,Napoli, WATTSUD LAVORAZIONI ELETTROMECCANICHE DI PRECISIONE - S.P.A.,27,media,over20y
506716,14.21109665,40.84038268,S,Napoli, PROTEG S.P.A.,10,media,over20y
480523,14.51178566,40.70601697,S,Napoli, LIGUORI PASTIFICIO DAL 1820 S.P.A.,10,media,over20y
3382163,14.57433,40.78751,U,Napoli, FELICE CONSERVE S.R.L.,10,media,10y-20y
855132,14.1006344,40.85477535,U,Napoli, DR. SCHAER SPA,10,grande,over20y
240908,14.69551,40.72972,U,Napoli, DI MAURO-OFFICINE GRAFICHE - S.P.A.,22,media,over20y
29025,14.46696,40.74446,U,Napoli, TECNO BETON S.R.L.,23,media,over20y
78386,14.69808529,40.71986482,S,Napoli, ME.DE.A.-METALLI DECORATI AFFINI - S.P.A.,25,media,over20y
155069,14.55441096,40.72624001,S,Napoli, AR INDUSTRIE ALIMENTARI S.P.A.,10,media,over20y
138586,14.41147255,40.92005279,U,Napoli, ROMANA CHIMICI - S.P.A.,20,media,over20y
9854426,14.21920599,40.86042253,S,Napoli, EREDI VINCENZO BELLAVIA S.R.L.,10,media,5y-10y
2716099,14.61331804,40.81455804,S,Napoli, POMITAL S. R. L.,10,media,10y-20y
2478978,14.2449,40.91602,U,Napoli, GISER S.R.L.,15,media,10y-20y
1305774,14.59750616,40.77018694,U,Napoli, SICA - S.R.L.,10,media,over20y
138586,14.40618357,40.92013661,U,Napoli, ROMANA CHIMICI - S.P.A.,20,media,over20y
1123045,14.48959219,40.70586968,U,Napoli, CORGHI S.P.A.,28,grande,over20y
924039,14.46696,40.74446,S,Napoli, ILVA PALI DALMINE - SOCIETA PER AZIONI IN BREVE I.P.D. S.P.A.,25,media,over20y
1103761,14.27467,40.9176,U,Napoli, SEDA ITALY SPA,17,grande,10y-20y
225701,14.07342163,40.81425361,S,Napoli, FIART MARE S.P.A.,30,media,over20y
114572,14.33693979,40.90679557,U,Napoli, VIMAR S.P.A.,27,grande,over20y
398105,14.24366612,40.83577547,U,Napoli, COCCINELLE S.P.A.,15,media,over20y
249386,14.27665431,40.85696982,U,Napoli, MONDELEZ ITALIA S.R.L.,10,grande,over20y
750857,14.29332879,41.02263883,U,Napoli, FLOWSERVE S.R.L.,28,media,over20y
140982,14.2392,40.836602,U,Napoli, T.R.S. EVOLUTION S.P.A.,14,grande,over20y
305956,14.5025357,40.8263579,S,Napoli, ITALSEMOLE S.R.L.,10,media,over20y
630408,14.27077921,40.85319751,U,Napoli, BOTTEGA VERDE - S.R.L.,20,grande,over20y
2804585,14.24190904,40.995769,U,Napoli, AIR LIQUIDE SANITA SERVICE SPA,26,media,10y-20y
9085609,14.27859535,40.98341563,S,Napoli, CONSORZIO ATELLANA CARNI,10,media,5y-10y
7944366,14.26956,40.92086,S,Napoli, P. & C. S.R.L.,15,media,10y-20y
11977154,14.51580866,40.74929345,S,Napoli, COSTRUZIONI NAUTICHE S.R.L.,30,media,2y-5y
57628,14.30312475,40.83101737,S,Napoli, IMBALLPLAST SPA,22,media,over20y
235658,14.53383,40.92731,S,Napoli, TAURISANO FRANCESCO S.R.L.,14,media,over20y
407610,14.60428413,40.81793813,S,Napoli, GIAGUARO - S.P.A.,10,media,over20y
280127,14.70074317,40.72221229,S,Napoli, FLEX PACKAGING AL S.P.A.,22,media,over20y
5558788,14.52131,41.03548,U,Napoli, SAPA S.R.L.,22,media,10y-20y
76619,14.2679588,40.8896707,U,Napoli, COMPAGNIA GENERALE ABBIGLIAMENTO C.G.A. - S.P.A.,14,media,over20y
100801,14.68056544,40.73681245,U,Napoli, NUCERIA ADESIVI - S.R.L.,22,media,over20y
362463760,14.25628713,40.94410577,U,Napoli, DI.GI. ONE S.R.L.,24,media,1y-2y
305951,14.67236,40.73949,S,Napoli, ANTONIO PETTI FU PASQUALE S.P.A.,10,grande,over20y
643194,14.306168,40.853702,S,Napoli, ELEOR S.A.S. DI ORLANDO GENNARO & C.,30,media,over20y
8808312,14.26498755,40.91260585,S,Napoli, PELLETTERIE ANGELA C. S.R.L.,15,media,5y-10y
575016,14.24878,40.92465,S,Napoli, CALPIERRE S.R.L.,15,media,over20y
3382163,14.58115,40.7765,S,Napoli, FELICE CONSERVE S.R.L.,10,media,10y-20y
171621,14.27788489,40.9451515,S,Napoli, NEW DRESS S.R.L.,14,media,over20y
76826,14.24175812,40.83434755,U,Napoli, PACIOTTI S.P.A.,15,media,over20y
1065702,14.299243,40.872153,U,Napoli, ARD F.LLI RACCANELLO S.P.A. - INDUSTRIA VERNICI E SMALTI,20,media,10y-20y
477110,14.51745465,40.88218665,S,Napoli, GEVEN S.P.A.,30,media,over20y
116840,14.2679306,40.85154539,U,Napoli,ORIGINAL MARINES IMAP EXPORT S.P.A.,14,media,over20y
7686272,14.411127,40.915767,S,Napoli, NAVAL MPS S.R.L.,30,media,5y-10y
220684,14.09338866,40.8668066,U,Napoli, WHITEHEAD SISTEMI SUBACQUEI S.P.A. WASS S.P.A.,25,grande,over20y
3737686,14.37853806,41.04573487,S,Napoli, CACEM S.R.L.,23,media,10y-20y
1104049,14.10546193,40.83509887,U,Napoli, PIAGGIO AERO INDUSTRIES SOCIETA PER AZIONI,30,grande,10y-20y
8885305,14.31868,41.00239,U,Napoli, ROBERTA BIAGI S.R.L.,14,media,10y-20y
6420572,14.29332879,41.02263883,U,Napoli, DBAPPAREL ITALIA S.R.L.,14,grande,5y-10y
351333273,14.48768019,41.01790032,S,Napoli, VINDIMARZ DI VINCENZO DI MARZO E FRATELLI-S.N.C.,14,media,over20y
78405,14.48724148,40.69786443,U,Napoli, UNICAL AG S.P.A.,28,media,over20y
6574663,14.39635875,40.96468004,U,Napoli, LAER S.R.L.,30,media,over20y
1279571,14.24345155,40.87220503,S,Napoli, GENERAL CONSTRUCTION S.P.A.,28,media,10y-20y
1378312,14.4444599,40.8860317,S,Napoli, VLF SOMMA BEARINGS S.P.A.,28,media,10y-20y
163217,14.30895877,40.84980645,S,Napoli, ANSALDOBREDA S.P.A.,30,grande,over20y
5642496,14.32053,40.89593,U,Napoli, CLOETTA ITALIA S.R.L.,10,grande,5y-10y
13034665,14.249489,40.848005,U,Napoli, SALUMIFICIO TELESINO S.P.A.,10,media,over20y
305644,14.53319254,40.86483116,U,Napoli, V.BESANA S.P.A,10,grande,over20y
422705,14.24873141,40.83112033,S,Napoli, ARISTEA S.P.A.,22,media,over20y
137744,14.26483689,40.87180917,S,Napoli, TORTORA S.P.A.,10,media,over20y
9854426,14.23024429,40.85358965,U,Napoli, EREDI VINCENZO BELLAVIA S.R.L.,10,media,5y-10y
362463760,14.21025132,40.83972651,U,Napoli, DI.GI. ONE S.R.L.,24,media,1y-2y
841604,14.43848521,40.9349784,U,Napoli, DI.CONF. S.R.L.,14,media,over20y
362814425,14.55448,41.0388,U,Napoli, MAN WORK SOCIETA UNIPERSONALE A RESPONSABILITA LIMITATA A CAPITALE RIDOTTO,25,media,1y-2y
107414,14.29332879,41.02263883,U,Napoli, FERRERO - SOCIETA PER AZIONI,10,grande,over20y
266629,14.22306822,40.8293772,S,Napoli, COELMO S.P.A.,27,media,over20y
684919,14.3228685,40.97299003,U,Napoli, PPG INDUSTRIES ITALIA S.R.L.,20,grande,over20y
1291045,14.31868,41.00239,U,Napoli, A.G.B. COMPANY S.P.A.,14,media,10y-20y
50645,14.27255153,40.86400307,U,Napoli, ERICSSON TELECOMUNICAZIONI - SOCIETA PER AZIONI,26,grande,over20y
709533,14.302218,40.864816,U,Napoli, PLASTIC COMPONENTS AND MODULES AUTOMOTIVE S.P.A.,29,grande,over20y
897661,14.49304,40.91837,U,Napoli, ISOCLIMA S.P.A.,24,media,over20y
1116602,14.29332879,41.02263883,U,Napoli, CHIMENTO GIOIELLIERI S.P.A.,32,media,over20y
9854426,14.22969443,40.85334228,U,Napoli, EREDI VINCENZO BELLAVIA S.R.L.,10,media,5y-10y
594589,14.18670228,40.82174217,U,Napoli, CEG - ELETTRONICA INDUSTRIALE S.P.A. IN SIGLA CEG S.P.A.,27,media,over20y
84284,14.24345155,40.87220503,U,Napoli, AGRIPLAST S.R.L.,22,media,over20y
1279443,14.51745465,40.88218665,U,Napoli, IMPERIAL S.P.A.,14,grande,over20y
8020754,14.386022,40.91000123,S,Napoli, CALZATURIFICIO DI GIUSEPPE S.R.L.,15,media,over20y
96001,14.29332879,41.02263883,U,Napoli, LUIGI LAVAZZA - SOCIETA PER AZIONI ABBREVIABILE ANCHE NELLA SIGLA: LAVAZZA S.P.A.,10,grande,over20y
261711,14.17627,40.863,S,Napoli, A B L ITALIA S.R.L.,18,media,over20y
354413,14.32338572,41.05212077,U,Napoli, SEW-EURODRIVE DI RAINER BLICKLE E CO. S.A.S.,28,media,over20y
158298,14.24839188,40.93851056,S,Napoli, RUSSO DI CASANDRINO S.P.A.,15,media,over20y
127297,14.47852295,40.8478422,U,Napoli, DOLCIARIA ACQUAVIVA S.P.A.,10,media,over20y
2712492,14.56412794,40.72642273,U,Napoli, DE CLEMENTE CONSERVE S.P.A.,10,media,over20y
9854426,14.19540842,40.83018434,U,Napoli, EREDI VINCENZO BELLAVIA S.R.L.,10,media,5y-10y
147725,14.2204276,40.84434732,U,Napoli, ESSO ITALIANA S.R.L.,19,grande,10y-20y
112661,14.34513048,40.90142431,U,Napoli, GEWISS - S.P.A.,27,grande,over20y
12015466,14.23542835,40.85486784,S,Napoli, ESTRO PELLETTERIA S.R.L.,15,media,2y-5y
1024603,14.6125434,41.05776738,U,Napoli, SEIEFFE SOCIETA A RESPONSABILITA LIMITATA,23,media,over20y
9417077,14.28968825,40.86153579,S,Napoli, GETRA POWER S.P.A.,27,media,5y-10y
445067,14.51745465,40.88218665,U,Napoli, LEONI ITALY S.R.L.,29,media,over20y
111936,14.19448176,40.82424918,U,Napoli, HEINZ ITALIA S.P.A.,10,grande,over20y
208888,14.634904,40.75172985,U,Napoli, O.M.P.M. - OFFICINA MERIDIONALE DI PRECISIONE MECCANICA - S.R.L.*,30,media,over20y
10791245,14.346558,40.901437,U,Napoli, QUALTA S.P.A.,26,media,2y-5y
443935,14.378376,40.944271,S,Napoli, FUTURA SRL,14,media,over20y
1041056,14.51745465,40.88218665,S,Napoli, PASTIFICIO GUIDO FERRARA S.P.A.,10,media,10y-20y
31822,14.31868,41.00239,U,Napoli, AMG - ANTICA MANIFATTURA GALLARATESE S.P.A.,14,media,over20y
86211,14.24659963,40.90621776,U,Napoli, GOLDEN LADY COMPANY SOCIETA PER AZIONI,14,grande,over20y
205506,14.2466053,40.92823405,U,Napoli, CALZATURIFICIO CILLO S.P.A.,15,grande,over20y
137333,14.22780704,40.99523013,U,Napoli, DIVERSIFICAZIONI BONIFICHE FABBRICAZIONI INDUSTRIALI - D.B.F. S.R.L.,28,media,over20y
6173909,14.37315394,40.96946247,S,Napoli, SIMPE S.P.A.,20,media,5y-10y
362637873,14.40492932,40.91520854,U,Napoli, GE AVIO S.R.L.,30,grande,1y-2y
1331906,14.24880161,40.8419808,U,Napoli, LUSH ITALIA SRL,20,media,10y-20y
1925023,14.24256948,40.83149292,S,Napoli, DESIGN MANUFACTORING S.P.A. IN FORMA ABBREVIATA DEMA SPA,30,grande,over20y
890157,14.346558,40.901437,U,Napoli, URMET S.P.A.,26,grande,10y-20y
46396,14.29332879,41.02263883,U,Napoli, STMICROELECTRONICS S.R.L.,26,grande,over20y
650866,14.23141156,40.84387542,S,Napoli, KERR ITALIA SRL,32,media,over20y
1571568,14.51745465,40.88218665,U,Napoli, MIRIADE S.P.A.,15,media,10y-20y
810474,14.502793,40.748862,U,Napoli, AUTOMATION PLANT SYSTEM SERVICE SRL DETTA PER BREVITA APSS SRL,30,media,over20y
366644388,14.26853,40.89894,S,Napoli, ANGELA S.R.L.,15,media,0y-1y
229671,14.62715801,40.98298849,S,Napoli, *SUD FORGE S.P.A.,25,media,over20y
3772413,14.28616086,40.8581535,U,Napoli, PARMALAT S.P.A.,10,grande,10y-20y
3481420,14.56412794,40.72642273,U,Napoli, GRAFICHE MERCURIO S.P.A.,18,media,10y-20y
1131121,14.1830745,40.82999471,U,Napoli, CAMPOLO S.P.A. COSTRUZIONI E MONTAGGI INDUSTRIALI,25,media,10y-20y
630408,14.33096,41.00447,U,Napoli, BOTTEGA VERDE - S.R.L.,20,grande,over20y
2969796,14.32938,41.02855,U,Napoli, AIR LIQUIDE ITALIA SERVICE S.R.L.,20,grande,10y-20y
1305774,14.5967275,40.73977407,U,Napoli, SICA - S.R.L.,10,media,over20y
5643425,14.249374,40.847069,S,Napoli, NUOVA COMAFER S.R.L.,30,media,10y-20y
364272656,14.42349003,40.99062508,S,Napoli, ANTARES S.R.L.,27,media,1y-2y
526508,14.09659,40.87267,U,Napoli, FINDER S.P.A.,27,grande,over20y
3771365,14.24585868,40.83621652,U,Napoli, LUISA SPAGNOLI S.P.A.,14,grande,10y-20y
512269,14.27908223,40.86484987,S,Napoli, ITALCOAT S.R.L.,25,media,over20y
2024274,14.677148,40.770938,S,Napoli, SAN GIORGIO S.P.A.,10,media,over20y
182576,14.27611426,40.90814129,U,Napoli, CALZATURIFICIO CIRO BISANTI S.A.S.,15,media,over20y
182576,14.25102584,40.84139395,S,Napoli, CALZATURIFICIO CIRO BISANTI S.A.S.,15,media,over20y
171280,14.6174921,40.81438286,S,Napoli, OSLA SUD S.P.A.,25,media,over20y
5016142,14.29332879,41.02263883,U,Napoli, NOVATEX ITALIA S.P.A.,13,media,10y-20y
630584,14.33096,41.00447,U,Napoli,HARMONT & BLAINE JEANS HARMONT & BLAINE S.P.A.,14,grande,over20y
45567,14.31868,41.00239,U,Napoli, LOREAL ITALIA S.P.A.,20,grande,over20y
8584834,14.6594,40.77018,U,Napoli, ANTONIO GUERRASIO S.R.L.,25,media,5y-10y
1103761,14.27407,40.9288,U,Napoli, SEDA ITALY SPA,17,grande,10y-20y
11534,14.3228685,40.97299003,S,Napoli, FRESYSTEM S.P.A.,10,media,over20y
961,14.30130076,40.97752057,U,Napoli, ITALCABLES S.P.A. IN LIQUIDAZIONE,25,media,over20y
116840,14.3228685,40.97299003,U,Napoli, IMAP EXPORT S.P.A.,14,media,over20y
362757428,14.27466854,40.8491532,U,Napoli, CORPORA CENTRO ORTOPEDICO SRL - UNIPERSONALE,32,media,1y-2y
1104571,14.32713485,40.92356206,U,Napoli, I MAESTRI S.R.L.,32,media,over20y
127297,14.49445,40.85046,S,Napoli, DOLCIARIA ACQUAVIVA S.P.A.,10,media,over20y
939774,14.27196564,40.89915472,U,Napoli, SCHNEIDER ELECTRIC S.P.A.,27,grande,over20y
105499,14.53201776,40.92741973,U,Napoli, AVL ITALIA S.R.L. - SOCIETA PER STRUMENTAZIONE E AUTOMA- ZIONE INDUSTRIALE,26,media,over20y
8484216,14.10516059,40.8342121,U,Napoli, PRYSMIAN POWERLINK S.R.L.,27,grande,5y-10y
3236821,14.31868,41.00239,U,Napoli, ROBERTO CAVALLI S.P.A.,14,grande,10y-20y
5193776,14.27641154,40.89837558,U,Napoli, MAYFAIR EUROPA S.P.A.,10,media,over20y
1050518,14.30122989,40.84324434,U,Napoli, GEOX S.P.A.,15,grande,10y-20y
503307,14.29332879,41.02263883,U,Napoli, CIRO PAONE S.P.A.,14,grande,over20y
378647,14.67835,40.74609,S,Napoli, POMILIA SPA,10,media,over20y
7819023,14.49138,40.9586,U,Napoli, ESSEDI S.P.A.,14,media,5y-10y
49552,14.30676368,40.85085015,S,Napoli, SOCIETA AZIENDA GRAFICA ED AFFINE SAGRAF S.R.L.,18,media,over20y
8065640,14.21928,41.00963,S,Napoli, SABRINA S.R.L.,15,media,5y-10y
9096219,14.35471,40.93247,U,Napoli, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
43905,14.33693979,40.90679557,U,Napoli, COMELIT GROUP S.P.A.,26,media,over20y
1709719,14.29332879,41.02263883,U,Napoli, INDUSTRY AUTOMATION MANUFACTURING AND SERVICE S.R.L IN BREVE INDUSTRY A.M.S. S.R.L,28,media,10y-20y
10708637,14.57881,40.81634,U,Napoli, AGRICONSERVE REGA SOCIETA COOPERATIVA AGRICOLA,10,media,5y-10y
993352,14.23599464,40.83463858,S,Napoli, PROMEC S.R.L.,25,media,over20y
86211,14.22159972,40.91303194,U,Napoli, GOLDEN LADY COMPANY SOCIETA PER AZIONI,14,grande,over20y
5193776,14.27641154,40.89837558,S,Napoli, MAYFAIR EUROPA S.P.A.,10,media,over20y
12647,14.30300133,40.84716269,U,Napoli, GOLDENGAS - SOCIETA PER AZIONI,19,media,over20y
280127,14.696729,40.719374,U,Napoli, FLEX PACKAGING AL S.P.A.,22,media,over20y
1344150,14.30112332,40.84397778,U,Napoli, CAME S.P.A.,27,media,10y-20y
401937,14.56618689,40.78574234,S,Napoli, LA REGINA DI SAN MARZANO DI ANTONIO ROMANO S.P.A.,10,media,over20y
634625,14.26512543,40.92407861,U,Napoli, MALGARA CHIARI & FORTI S.R.L.,10,media,over20y
2478978,14.26523806,40.84989359,S,Napoli, GISER S.R.L.,15,media,10y-20y
7880890,14.25699409,40.84457654,S,Napoli, MECFOND AEROSPACE SOCIETA A RESPONSABILITA LIMITATA DETTA BREVE MENTE MECFOND AEROSPACE S.R.L.,30,media,5y-10y
8637317,14.22494708,40.84399542,S,Napoli, D.V.A. IMBALLAGGI S.R.L.,16,media,10y-20y
1331906,14.50583727,40.74080375,U,Napoli, LUSH ITALIA SRL,20,media,10y-20y
262723,14.51745465,40.88218665,U,Napoli, SOCIETA EUROPEA VEICOLI LEGGERI-SEVEL-SPA,29,grande,over20y
906626,14.56205215,40.85446435,U,Napoli, FRANZESE S.P.A.,10,media,over20y
197414,14.50064,40.87858,U,Napoli, ROVAGNATI SPA,10,grande,over20y
1135706,14.21330727,40.90496057,S,Napoli, APEMA S.R.L.,15,media,10y-20y
157882,14.59907,40.747814,S,Napoli, S.I.CO.M. - S.R.L. SOCIETA INDUSTRIALE CONTENITORI METALLICI,25,media,over20y
6533483,14.26956,40.92086,U,Napoli, MANUFACTURES DIOR S.R.L.,15,media,5y-10y
86211,14.20364147,40.82741682,U,Napoli,GOLDENPOINT GOLDEN LADY COMPANY SOCIETA PER AZIONI,14,grande,over20y
8885305,14.22491627,40.83177283,S,Napoli, ROBERTA BIAGI S.R.L.,14,media,10y-20y
1104571,14.30547479,40.89941414,U,Napoli, I MAESTRI S.R.L.,32,media,over20y
555155,14.2373,40.90739,S,Napoli, A.R. ALIMENTARI S.R.L.,10,media,over20y
76619,14.27637846,40.90636079,S,Napoli, COMPAGNIA GENERALE ABBIGLIAMENTO C.G.A. - S.P.A.,14,media,over20y
451857,14.5093565,40.70328391,S,Napoli, ELETTROSUD S.R.L.,27,media,over20y
100312,14.276174,40.908147,S,Napoli, CARTIERA PARTENOPE S.P.A.,17,media,over20y
2245688,14.22035219,40.82856984,S,Napoli, CALZATURIFICIO NADA DI DAVIDE GABRIELE E ANTONIO S.R.L.,15,media,over20y
359215,14.32713485,40.92356206,U,Napoli, TOTALGAZ ITALIA S.R.L. IN FORMA ABBREVIATA TOTALGAZ,19,media,over20y
1131121,14.11416344,40.87611749,U,Napoli, CAMPOLO S.P.A. COSTRUZIONI E MONTAGGI INDUSTRIALI,25,media,10y-20y
96001,14.28968825,40.86153579,U,Napoli, LUIGI LAVAZZA - SOCIETA PER AZIONI ABBREVIABILE ANCHE NELLA SIGLA: LAVAZZA S.P.A.,10,grande,over20y
1251439,14.41963525,41.06667947,U,Napoli, INDUSTRIA SISTEMI ELETTRONICI PER TELECOMUNICAZIONI S.R.L. IN SIGLA I.S.E.T. SRL,26,media,10y-20y
411372,14.54769,40.73381,S,Napoli, LA TORRENTE SRL.,10,media,over20y
895136,14.31909405,40.827681,U,Napoli, EREDI GIUSEPPE MERCURI S.P.A.,27,media,over20y
3532198,14.24345155,40.87220503,U,Napoli, ESSEBI S.R.L.,30,media,10y-20y
5558754,14.3955814,41.02818971,U,Napoli, CEMENTIR ITALIA S.P.A.,23,grande,10y-20y
106375,14.45868817,40.76608767,S,Napoli, DERNIC - SRL,14,media,over20y
92120,14.386022,40.91000123,U,Napoli, SOL S.P.A.,20,grande,over20y
1119112,14.56657268,40.75334234,U,Napoli,CASEIFICIO LA CONTADINA DI DI MASI & C SRL CASEIFICIO LA CONTADINA DI DI MASI & C. - S.R.L.,10,media,over20y
241797,14.30122989,40.84324434,U,Napoli, BLASETTI SOCIETA PER AZIONI,17,media,over20y
5643425,14.12510878,40.88293372,U,Napoli, NUOVA COMAFER S.R.L.,30,media,10y-20y
110401,14.52913295,40.98559846,S,Napoli, DE BLASIO BROTHERS S.R.L.,22,media,over20y
95692,14.27665431,40.85696982,U,Napoli, ALCATEL-LUCENT ITALIA S.P.A.,26,grande,over20y
373962,14.25241,40.83702,U,Napoli, CASA DAMIANI S.P.A. O IN BREVE C D S.P.A. O C.D. S.P.A. O DAMIANI S.P.A.,32,grande,over20y
630584,14.37842084,40.62086467,U,Napoli,HARMONT & BLAINE HARMONT & BLAINE S.P.A.,14,grande,over20y
109032,14.27163918,40.89787613,U,Napoli, SCHNEIDER ELECTRIC INDUSTRIE ITALIA S.P.A.,27,grande,over20y
1709719,14.343052,40.907527,S,Napoli, INDUSTRY AUTOMATION MANUFACTURING AND SERVICE S.R.L IN BREVE INDUSTRY A.M.S. S.R.L,28,media,10y-20y
338219,14.6040579,40.76061638,U,Napoli, AGRICOLA IMBALLAGGI - S.R.L.,22,media,over20y
1186821,14.29332879,41.02263883,U,Napoli, COCA - COLA HBC ITALIA S.R.L.,11,grande,10y-20y
2398643,14.24345155,40.87220503,S,Napoli, C.I.M.I.N. - COSTRUZIONE IMPIANTI MONTAGGI INDUSTRIALI NAPOLI S.R.L.,25,media,over20y
516278,14.23363321,40.85496381,S,Napoli, GUERRIERO PRODUZIONE PELLETTERIE S.R.L.,15,media,over20y
832084,14.28644184,40.84513307,S,Napoli, MOLINI E PASTIFICI DI LUCERA S.R.L.,10,media,over20y
1352658,14.21878399,41.0002071,U,Napoli, MA.T.I. SUD S.P.A.,25,media,10y-20y
2453566,14.57948331,40.74738855,U,Napoli, EUGEA MEDITERRANEA S.P.A.,10,media,10y-20y
114758,14.51745465,40.88218665,U,Napoli, GABEL INDUSTRIA TESSILE S.P.A.,13,grande,over20y
621393,14.50047,40.84083,U,Napoli, INDUSTRIA DOLCIARIA ALIMENTARE VESUVIANA I.D.A.V. S.P.A.,10,media,over20y
3771365,14.22833192,40.84255796,U,Napoli, LUISA SPAGNOLI S.P.A.,14,grande,10y-20y
12060415,14.30676368,40.85085015,S,Napoli, CAM.PEL. INDUSTRIAL S.R.L.,15,media,2y-5y
111710,14.30614786,40.85370112,U,Napoli, KUWAIT PETROLEUM ITALIA S.P.A.,19,grande,over20y
364908184,14.24898506,40.84375341,S,Napoli, ENIS S.R.L.,14,media,1y-2y
483183,14.22780704,40.99523013,S,Napoli, MARECO SISTEMI INDUSTRIALI S.R.L.,28,media,over20y
2686991,14.49131848,40.93226683,U,Napoli,KOCCA KOCCA S.R.L.,14,media,10y-20y
277633,14.47395991,40.92268109,S,Napoli, SAM - SALUMIFICIO MERIDIONALE S.P.A.,10,media,over20y
9576387,14.51052,40.84601,S,Napoli, NUOVA EUROMONTAGGI S.R.L.,25,media,5y-10y
187511,14.24954,40.83897,U,Napoli, MONNALISA S.P.A.,14,media,over20y
9125932,14.1202379,40.95476155,U,Napoli, SELEX ES S.P.A.,26,grande,5y-10y
407610,14.60428413,40.81793813,U,Napoli, GIAGUARO - S.P.A.,10,media,over20y
125074,14.18513654,40.82004658,S,Napoli, OFFSET MERIDIONALE - S.R.L.,18,media,over20y
236782,14.27665431,40.85696982,U,Napoli, CAE S.P.A.,26,media,over20y
86211,14.22814557,40.8473971,U,Napoli, GOLDEN LADY COMPANY SOCIETA PER AZIONI,14,grande,over20y
2488151,14.52784692,40.75286118,U,Napoli, MANIFATTURE RIUNITE DE-VO S.P.A.,14,media,over20y
2488151,14.20462735,40.97169078,S,Napoli, MANIFATTURE RIUNITE DE-VO S.P.A.,14,media,over20y
630408,14.22159972,40.91303194,U,Napoli, BOTTEGA VERDE - S.R.L.,20,grande,over20y
2129732,14.50351177,40.74959661,S,Napoli, ELEKTRA GI.MA. S.R.L.,27,media,10y-20y
50645,14.27685,41.0243,U,Napoli, ERICSSON TELECOMUNICAZIONI - SOCIETA PER AZIONI,26,grande,over20y
385345,14.27467,40.9176,S,Napoli, GIUSEPPE DI NATALE S.P.A. - ARTI GRAFICHE E CARTOTECNICA,18,media,over20y
2588024,14.5410239,40.75929766,U,Napoli, LA TECNICA NEL VETRO S.R.L.,23,media,10y-20y
147735,14.31594334,40.8548389,U,Napoli, API ANONIMA PETROLI ITALIANA - SOCIETA PER AZIONI,19,grande,over20y
18691,14.4750565,40.92293647,S,Napoli, SALUMIFICIO FRATELLI SPIEZIA S.P.A.,10,media,over20y
137333,14.23076,40.91896,U,Napoli, DIVERSIFICAZIONI BONIFICHE FABBRICAZIONI INDUSTRIALI - D.B.F. S.R.L.,28,media,over20y
538315,14.30669729,40.8487954,U,Napoli, HEXAGON METROLOGY S.P.A.,26,grande,over20y
643194,14.26824918,40.88933783,U,Napoli, ELEOR S.A.S. DI ORLANDO GENNARO & C.,30,media,over20y
1993035,14.5262,40.74163,S,Napoli, FRATELLI LONGOBARDI - S.R.L.,10,media,over20y
99735,14.1006344,40.85477535,U,Napoli, SAIT ABRASIVI S.P.A.,23,grande,over20y
